Розыгрыш;Дата проведения;Лототрон;Набор;Шар номер 1;Шар номер 2;Шар номер 3;Шар номер 4;Шар номер 5;Шар номер 6;победителей угадавших 2 номера;приз за 2 номеров;победителей угадавших 3 номера;приз за 3 номеров;победителей угадавших 4 номера;приз за 4 номеров;победителей угадавших 5 номеров;приз за 5 номеров;победителей угадавших 6 номеров;приз за 6 номеров;
1156;2012-05-05;А;1;36;31;23;50;5;15;26720;6;3738;15;232;141;5;4702;0;11800000;
1155;2012-05-02;Б;4;22;8;34;25;11;52;18214;6;2470;15;154;149;2;8202;0;11700000;
1154;2012-04-28;Б;4;15;22;6;10;35;52;27758;6;3730;15;172;197;5;4844;0;11600000;
1153;2012-04-25;Б;4;46;17;3;26;35;5;27060;6;3522;17;202;174;9;2798;0;11500000;
1152;2012-04-21;Б;1;31;5;4;15;13;12;33925;6;4845;12;266;130;7;3548;0;11350000;
1151;2012-04-18;Б;2;8;30;36;44;42;48;20656;6;2107;29;101;361;0;0;0;11200000;
1150;2012-04-14;Б;1;13;46;11;15;6;47;35381;6;4320;17;221;198;5;6261;0;11100000;
1149;2012-04-11;Б;3;34;49;30;21;16;19;46580;6;5655;19;283;229;1;1000000;0;12000000;
1148;2012-04-07;А;4;10;5;6;8;38;22;32312;6;4576;13;270;137;6;4425;0;11500000;
1147;2012-04-04;Б;4;21;24;23;38;6;41;25619;6;3139;19;163;221;4;6438;0;11200000;
1146;2012-03-31;Б;3;45;11;4;31;3;2;29701;6;3849;15;183;189;5;4947;0;11000000;
1145;2012-03-28;Б;3;22;35;24;3;8;23;27371;6;3441;16;167;202;2;12096;0;10700000;
1144;2012-03-24;А;4;7;33;29;8;36;22;30931;6;3948;15;190;187;2;12718;0;10500000;
1143;2012-03-21;Б;2;5;4;24;6;26;11;29655;6;3820;16;238;150;4;6379;0;10400000;
1142;2012-03-17;А;2;30;15;44;13;20;47;27798;6;3309;19;149;257;4;6856;0;10300000;
1141;2012-03-14;А;4;25;7;8;42;33;4;33053;6;4413;13;219;164;2;12857;0;10200000;
1140;2012-03-10;А;2;20;10;23;48;33;18;26011;6;3338;17;163;204;3;7927;0;10100000;
1139;2012-03-07;Б;3;15;11;17;48;16;51;49769;6;4966;24;209;333;4;250000;0;11000000;
1138;2012-03-03;А;1;32;48;42;2;11;14;27856;6;3292;19;143;265;3;9029;0;10500000;
1137;2012-02-29;Б;4;4;30;41;24;15;34;24770;6;2882;21;167;219;6;4373;0;10200000;
1136;2012-02-25;Б;2;31;27;29;9;36;5;28277;6;3718;16;183;191;3;8332;0;9900000;
1135;2012-02-22;А;4;29;18;49;1;19;15;25446;6;3071;20;141;261;2;13162;0;9700000;
1134;2012-02-18;Б;3;50;31;19;4;1;48;26116;6;3113;20;144;259;0;0;0;9500000;
1133;2012-02-15;Б;3;34;41;33;6;18;50;24668;6;2882;22;149;257;3;9134;0;9300000;
1132;2012-02-11;А;2;9;38;27;32;15;2;32670;6;4295;14;247;151;3;8886;0;9100000;
1131;2012-02-08;Б;3;26;11;2;16;6;25;46412;6;6260;15;357;158;1;1000000;0;10000000;
1130;2012-02-04;Б;2;42;44;45;14;17;50;22522;6;2519;22;104;319;0;0;0;9700000;
1129;2012-02-01;Б;3;31;12;1;26;18;27;24002;6;3081;16;155;193;2;10712;0;9500000;
1128;2012-01-28;Б;3;51;42;8;47;49;24;21134;6;2345;25;87;401;3;8307;0;9300000;
1127;2012-01-25;Б;2;32;8;28;16;2;44;28515;6;4348;13;332;103;7;3491;0;9100000;
1126;2012-01-21;Б;2;21;30;9;13;42;41;26887;6;3336;18;166;212;4;6309;0;8900000;
1125;2012-01-18;А;1;23;47;42;15;12;52;25111;6;3227;18;129;273;1;25190;0;8750000;
1124;2012-01-14;А;3;52;26;13;21;38;49;28791;6;3741;17;187;200;3;8920;0;8600000;
1123;2012-01-11;Б;4;36;7;44;42;23;46;24548;6;2657;23;103;351;1;25848;0;8450000;
1122;2012-01-07;А;4;20;42;17;45;18;13;24409;6;2661;20;119;269;2;11440;0;8300000;
1121;2012-01-04;А;3;46;6;41;28;52;13;22839;6;2559;22;134;253;4;6058;0;8200000;
1120;2011-12-31;Б;1;7;21;8;32;6;9;45813;6;6483;12;420;115;11;3155;0;8100000;
1119;2011-12-28;А;4;28;15;47;26;13;7;57483;6;7964;13;452;140;7;142857;0;9000000;
1118;2011-12-24;Б;3;34;46;4;3;32;21;31537;6;3875;17;211;187;2;14158;0;8600000;
1117;2011-12-21;Б;4;15;31;20;6;48;5;45080;6;6295;15;314;176;7;142857;0;9500000;
1116;2011-12-17;Б;3;39;41;5;47;35;43;26806;6;2951;24;126;333;3;10012;0;9100000;
1115;2011-12-14;Б;2;10;49;33;28;14;23;53313;6;6863;16;312;210;6;166666;0;10000000;
1114;2011-12-10;А;4;22;23;39;46;11;21;27323;6;3369;18;179;206;2;13221;0;9500000;
1113;2011-12-07;Б;4;22;24;50;46;47;33;24277;6;2870;21;153;239;1;26167;0;9000000;
1112;2011-12-03;Б;2;9;2;52;20;41;1;27756;6;3618;15;172;194;5;4770;0;8800000;
1111;2011-11-30;А;3;49;11;32;15;26;4;25242;6;3005;18;138;234;4;5784;0;8600000;
1110;2011-11-26;Б;3;39;10;20;22;21;11;27320;6;3562;15;180;181;4;5848;0;8400000;
1109;2011-11-23;Б;2;15;29;10;31;41;2;25153;6;3262;17;184;179;2;11778;0;8200000;
1108;2011-11-19;Б;2;20;5;4;48;39;32;25048;6;2829;20;148;226;1;23916;0;8000000;
1107;2011-11-16;А;2;12;7;51;18;15;22;24221;6;3074;17;149;207;1;22046;0;7800000;
1106;2011-11-12;А;2;34;23;7;18;46;33;27650;6;3478;17;165;213;7;3587;0;7600000;
1105;2011-11-09;А;1;15;4;40;6;31;24;23355;6;2953;17;155;198;3;7333;0;7400000;
1104;2011-11-05;А;1;24;12;17;30;51;47;21543;6;2335;24;114;288;3;7818;0;7200000;
1103;2011-11-02;А;3;34;20;14;40;2;18;23035;6;2663;18;123;235;1;20726;0;7000000;
1102;2011-10-29;А;2;17;30;6;15;11;35;20992;6;2486;19;126;221;0;0;0;6800000;
1101;2011-10-26;А;3;37;19;15;16;27;22;21944;6;2744;15;169;150;2;9062;0;6600000;
1100;2011-10-22;А;4;30;1;11;7;14;44;22316;6;2855;16;158;170;1;19270;0;6400000;
1099;2011-10-19;А;4;23;2;14;19;32;6;21756;6;3168;13;198;124;3;5865;0;6200000;
1098;2011-10-15;А;4;21;50;25;34;37;29;19395;6;2324;20;128;213;1;19493;0;6000000;
1097;2011-10-12;Б;2;7;10;41;29;15;43;20553;6;2469;18;127;205;2;9310;0;5800000;
1096;2011-10-08;Б;1;18;46;34;52;10;40;18719;6;2063;23;106;263;4;4992;0;5600000;
1095;2011-10-05;Б;4;6;1;14;21;45;47;18785;6;2372;18;130;195;2;9064;0;5400000;
1094;2011-10-01;Б;3;3;27;41;32;25;8;21039;6;2765;15;187;132;4;4411;0;5200000;
1093;2011-09-28;А;1;43;51;6;20;14;16;18810;6;2177;19;105;238;1;17862;0;5000000;
1092;2011-09-24;Б;3;47;46;2;27;40;33;18321;6;1912;23;79;328;1;18516;0;4500000;
1091;2011-09-21;Б;3;29;43;37;48;21;11;17835;6;2189;19;114;223;1;18163;0;4000000;
1090;2011-09-17;Б;1;33;1;30;24;4;25;18487;6;2132;19;93;263;3;5828;0;3500000;
1089;2011-09-14;А;1;29;51;6;38;19;47;15915;6;2026;20;104;232;3;5763;0;3000000;
1088;2011-09-10;Б;4;19;47;6;2;52;45;20570;6;2826;16;349;78;39;500;1;5250000;
1087;2011-09-07;А;1;6;15;33;14;29;21;21462;6;2830;15;144;176;1;18149;0;5000000;
1086;2011-09-03;А;1;33;44;23;10;29;42;18125;6;2190;20;103;255;1;18793;0;4800000;
1085;2011-08-31;А;3;2;45;23;18;5;1;18495;6;2344;17;109;221;0;0;0;4600000;
1084;2011-08-27;Б;3;27;45;1;28;49;10;19407;6;2202;20;124;215;2;9540;0;4400000;
1083;2011-08-24;Б;3;33;3;14;23;26;35;17920;6;2338;15;136;157;2;7653;0;4200000;
1082;2011-08-20;А;3;47;10;38;49;5;29;17337;6;2067;21;92;278;4;4567;0;4000000;
1081;2011-08-17;А;3;18;24;33;22;6;14;19815;6;2702;15;153;164;4;4496;0;3800000;
1080;2011-08-13;А;3;20;24;31;5;45;51;19942;6;2352;19;101;265;2;9560;0;3600000;
1079;2011-08-10;А;2;9;34;45;8;39;24;19960;6;2268;19;109;239;1;18659;0;3400000;
1078;2011-08-06;А;3;12;50;10;8;52;47;18930;6;2147;20;93;274;0;0;0;3200000;
1077;2011-08-03;А;3;42;18;52;7;19;6;20431;6;2610;15;152;156;6;2827;0;3000000;
1076;2011-07-30;А;2;16;31;3;32;25;8;24341;6;3457;13;200;138;5;3946;1;7800000;
1075;2011-07-27;А;2;14;46;27;10;38;29;22323;6;3204;15;228;124;8;2541;0;7600000;
1074;2011-07-23;Б;4;45;7;28;30;26;43;22247;6;2739;18;120;248;1;21334;0;7400000;
1073;2011-07-20;А;4;26;37;34;47;41;19;20893;6;2614;19;111;270;1;21431;0;7200000;
1072;2011-07-16;А;3;51;6;42;52;9;22;23061;6;2799;18;152;199;3;7234;0;7100000;
1071;2011-07-13;Б;4;7;1;19;6;52;13;43661;6;6097;13;400;120;13;76923;0;8000000;
1070;2011-07-09;Б;4;35;42;15;19;14;33;23415;6;3054;16;187;155;5;4163;0;7500000;
1069;2011-07-06;Б;3;10;27;6;14;17;51;22773;6;2760;16;159;167;1;18996;0;7000000;
1068;2011-07-02;А;4;18;14;10;20;30;5;25908;5;3490;12;225;113;0;0;0;6500000;
1067;2011-06-29;А;1;19;45;4;42;21;52;21049;5;2509;15;112;200;2;8025;0;6250000;
1066;2011-06-25;Б;2;14;51;45;34;46;41;20342;5;2133;22;99;278;2;9851;0;6000000;
1065;2011-06-22;Б;4;31;29;17;35;41;15;22580;5;2696;16;134;194;1;18584;0;5750000;
1064;2011-06-18;Б;4;29;44;46;2;3;13;22731;5;2696;16;104;246;1;18289;0;5500000;
1063;2011-06-15;Б;4;28;46;38;32;26;42;19320;5;2213;19;90;275;1;17736;0;5250000;
1062;2011-06-11;А;3;13;26;8;5;16;2;27971;5;4017;10;291;83;7;2494;0;5000000;
1061;2011-06-08;А;1;5;51;24;37;7;42;23188;5;2941;14;175;139;7;2492;0;4750000;
1060;2011-06-04;Б;1;41;46;12;52;14;35;19961;5;2120;20;88;290;2;9135;0;4500000;
1059;2011-06-01;Б;4;10;7;34;48;42;9;21497;5;2353;17;75;318;3;5691;0;4250000;
1058;2011-05-28;А;1;25;24;18;17;20;21;22564;5;2448;17;123;200;4;4406;0;4000000;
1057;2011-05-25;А;1;21;17;3;41;33;2;24540;5;3417;11;185;127;3;5628;0;3800000;
1056;2011-05-21;А;1;6;7;24;9;4;3;26522;5;4043;10;276;87;4;4303;0;3600000;
1055;2011-05-18;А;2;23;52;24;48;49;2;18734;5;2084;22;106;253;2;9600;0;3400000;
1054;2011-05-14;А;3;15;49;9;4;43;10;24550;5;2659;16;98;256;2;8979;0;3300000;
1053;2011-05-11;А;3;26;24;10;42;1;5;21556;5;2816;14;135;175;1;16907;0;3200000;
1052;2011-05-07;Б;3;52;7;33;4;50;5;27071;5;3821;11;201;122;4;4414;0;3100000;
1051;2011-05-04;А;3;11;4;24;28;16;20;21261;5;3014;11;182;113;3;4920;0;3000000;
1050;2011-04-30;А;2;17;50;13;18;21;16;27461;5;3143;15;141;199;2;10049;1;6300000;
1049;2011-04-27;А;3;18;5;25;52;46;38;23899;5;2957;15;150;181;3;6490;0;6200000;
1048;2011-04-23;Б;4;10;12;22;46;32;52;29489;5;3584;16;206;164;3;8044;0;6100000;
1047;2011-04-20;Б;1;4;37;45;26;50;14;47141;5;6450;12;357;134;6;166666;0;7000000;
1046;2011-04-16;Б;3;42;23;22;9;27;5;29606;5;3677;13;195;145;3;6778;0;6500000;
1045;2011-04-13;Б;1;38;8;4;52;44;9;29078;5;3515;14;160;184;1;21049;0;6200000;
1044;2011-04-09;Б;2;49;27;38;16;5;36;28297;5;3646;14;210;149;17;1320;0;6000000;
1043;2011-04-06;А;4;36;41;29;18;14;51;24032;5;2673;19;128;243;2;11112;0;5800000;
1042;2011-04-02;А;4;41;45;23;35;34;30;23987;5;2600;20;100;314;1;22468;0;5600000;
1041;2011-03-30;Б;1;27;9;8;35;33;51;29649;5;3802;13;211;138;4;5228;0;5400000;
1040;2011-03-26;А;1;51;20;9;1;17;7;32432;5;4612;11;268;114;5;4393;0;5200000;
1039;2011-03-23;А;3;22;5;13;36;47;39;47433;5;6171;14;323;159;8;125000;0;6000000;
1038;2011-03-19;А;3;3;31;48;46;24;35;24552;5;2777;19;121;266;1;23017;0;5800000;
1037;2011-03-16;Б;3;22;5;15;51;36;38;26405;5;3638;13;197;149;4;5270;0;5600000;
1036;2011-03-12;Б;4;51;10;33;49;22;16;26842;5;2925;18;142;222;3;7529;0;5400000;
1035;2011-03-09;Б;1;14;9;43;10;33;2;26839;5;3829;11;248;105;1;18628;0;5250000;
1034;2011-03-05;Б;2;28;52;7;10;47;5;33880;5;4218;13;207;162;4;5989;0;5100000;
1033;2011-03-02;А;2;28;32;24;51;4;22;41891;5;5161;15;220;211;4;250000;0;6000000;
1032;2011-02-26;А;3;12;27;31;7;6;44;30051;5;3957;12;190;152;4;5182;0;5500000;
1031;2011-02-23;А;3;12;5;20;26;19;15;30048;5;4302;11;230;125;5;4118;0;5000000;
1030;2011-02-19;Б;4;14;35;5;19;30;4;29634;5;3834;13;218;135;5;4225;0;4750000;
1029;2011-02-16;Б;1;33;10;14;50;11;26;27924;5;3482;13;151;188;1;20299;0;4500000;
1028;2011-02-12;А;4;37;18;2;1;43;33;27817;5;3116;18;140;236;2;11804;0;4200000;
1027;2011-02-09;А;4;48;49;4;16;23;33;40974;5;4985;17;216;231;8;125000;0;5000000;
1026;2011-02-05;А;4;1;37;15;18;27;30;26991;5;3327;14;187;153;0;0;0;4600000;
1025;2011-02-02;А;4;42;24;17;35;33;25;24700;5;3169;15;182;155;0;0;0;4300000;
1024;2011-01-29;Б;2;36;22;51;14;16;9;27617;5;3075;15;150;191;0;0;0;4050000;
1023;2011-01-26;Б;3;46;17;15;3;14;49;25387;5;2981;15;153;178;1;19504;0;3800000;
1022;2011-01-22;Б;2;7;38;2;25;47;52;27973;5;3672;13;203;144;5;4201;0;3600000;
1021;2011-01-19;Б;2;5;35;22;41;6;25;25654;5;3071;16;134;218;2;10479;0;3400000;
1020;2011-01-15;А;2;43;42;14;17;37;30;24520;5;2846;18;127;245;2;11127;0;3200000;
1019;2011-01-12;А;4;41;15;11;2;19;17;30126;5;3833;13;178;163;3;6926;0;3000000;
1018;2011-01-08;А;4;16;26;43;35;10;4;28417;5;3556;16;199;166;4;5934;1;13500000;
1017;2011-01-05;А;2;33;42;46;30;19;14;30284;5;3487;18;150;245;1;26324;0;13400000;
1016;2011-01-01;Б;2;43;9;13;25;33;5;40772;5;5969;10;366;99;6;4319;0;13300000;
1015;2010-12-29;Б;3;30;35;18;15;19;51;39035;5;4419;17;191;240;2;16435;0;13200000;
1014;2010-12-25;А;3;40;52;22;12;47;27;41534;5;5077;15;221;207;1;32682;0;13100000;
1013;2010-12-22;А;3;3;46;1;34;11;24;61828;5;7397;16;422;167;4;250000;0;14000000;
1012;2010-12-18;Б;1;33;51;20;23;31;35;37351;5;4610;16;219;198;3;10347;0;13500000;
1011;2010-12-15;Б;1;23;4;28;31;32;35;52156;5;6438;15;306;185;5;200000;0;14000000;
1010;2010-12-11;Б;3;21;46;19;52;40;12;33230;5;3789;16;168;216;3;8647;0;13700000;
1009;2010-12-08;А;3;30;45;52;12;17;1;29175;5;3384;17;154;229;8;3156;0;13400000;
1008;2010-12-04;А;1;17;29;31;30;47;43;27870;5;2958;20;136;262;1;25471;0;13150000;
1007;2010-12-01;А;4;34;47;10;5;39;8;31055;5;3977;14;196;167;1;23519;0;13000000;
1006;2010-11-27;А;3;42;30;17;41;11;34;28179;5;3149;20;134;276;2;13241;0;12850000;
1005;2010-11-24;А;1;27;37;34;25;13;50;31864;5;4334;13;272;123;10;2404;0;12700000;
1004;2010-11-20;А;2;49;11;30;20;13;40;31229;5;3944;15;231;157;8;3242;0;12500000;
1003;2010-11-17;Б;3;45;24;31;26;28;6;28890;5;3547;17;156;232;0;0;0;12400000;
1002;2010-11-13;Б;4;15;42;38;20;16;25;34669;5;4696;12;245;144;6;4224;0;12300000;
1001;2010-11-10;А;1;13;24;17;50;26;12;33289;5;3852;15;168;213;2;12821;0;12200000;
1000;2010-11-06;Б;1;9;52;27;6;39;13;39036;5;5598;11;294;126;5;5328;0;12100000;
999;2010-11-03;А;3;30;9;36;27;28;11;62119;5;7609;14;389;165;5;200000;0;13000000;
998;2010-10-30;А;2;16;40;33;3;49;36;31599;5;3893;15;183;192;6;4187;0;12500000;
997;2010-10-27;А;1;31;51;4;48;10;12;27849;5;3230;18;136;252;5;4914;0;12300000;
996;2010-10-23;Б;3;12;1;50;37;7;11;32134;5;3819;15;166;202;1;24039;0;12100000;
995;2010-10-20;Б;3;27;46;42;20;14;34;28204;5;3353;16;155;209;2;11610;0;11900000;
994;2010-10-16;А;3;17;39;27;47;31;3;31633;5;4241;13;255;127;11;2103;0;11700000;
993;2010-10-13;А;3;34;4;52;13;11;17;31528;5;4046;13;198;163;3;7704;0;11600000;
992;2010-10-09;А;3;11;39;18;1;6;35;28515;5;3427;16;175;188;2;11799;0;11500000;
991;2010-10-06;А;4;52;29;49;42;18;7;26857;5;3302;16;137;227;4;5574;0;11400000;
990;2010-10-02;Б;2;51;50;42;32;23;5;27621;5;3613;15;212;151;0;0;0;11300000;
989;2010-09-29;Б;2;41;36;28;26;47;32;26179;5;2886;19;114;292;2;11911;0;11200000;
988;2010-09-25;А;1;16;20;15;14;11;23;35016;5;3887;15;220;160;4;6320;0;11100000;
987;2010-09-22;Б;3;32;28;31;37;34;50;50346;5;5372;18;245;237;2;500000;0;12000000;
986;2010-09-18;Б;1;52;16;40;38;3;24;29946;5;3721;15;200;164;5;4688;0;11500000;
985;2010-09-15;Б;1;14;24;13;19;5;35;30563;5;3592;14;177;170;3;7199;0;11000000;
984;2010-09-11;Б;2;50;5;15;43;23;12;28766;5;3871;14;207;154;1;22815;0;10750000;
983;2010-09-08;А;3;2;8;36;28;50;15;29094;5;3835;13;194;154;4;5349;0;10500000;
982;2010-09-04;А;3;5;15;37;22;44;7;31939;5;4366;11;283;102;7;2967;0;10250000;
981;2010-09-01;А;2;34;12;20;36;25;16;25695;5;3276;15;181;162;2;10534;0;10100000;
980;2010-08-28;А;4;4;38;10;46;16;26;27411;5;3462;15;192;163;3;7475;0;10000000;
979;2010-08-25;А;2;50;37;10;40;35;15;22605;5;2711;16;159;167;0;0;0;9900000;
978;2010-08-21;Б;4;17;36;38;45;34;15;26155;5;3081;17;135;228;2;11008;0;9800000;
977;2010-08-18;Б;4;22;4;36;18;45;50;23812;5;3097;16;207;143;4;5309;0;9700000;
976;2010-08-14;Б;1;36;25;50;12;16;4;26071;5;3071;17;148;210;2;11130;0;9600000;
975;2010-08-11;Б;4;7;4;28;45;39;36;26864;5;3368;15;123;244;6;3579;0;9400000;
974;2010-08-07;Б;4;18;22;23;39;16;40;27411;5;2985;18;129;248;1;22924;0;9200000;
973;2010-08-04;Б;3;16;5;4;39;36;6;49397;5;5675;16;244;224;4;250000;0;10000000;
972;2010-07-31;Б;3;38;17;40;23;14;31;27607;5;3742;13;243;116;2;10146;0;9850000;
971;2010-07-28;А;1;43;13;39;20;5;30;25098;5;3402;14;154;181;1;19918;0;9700000;
970;2010-07-24;Б;1;39;31;6;25;44;48;24676;5;3065;16;149;197;3;7021;0;9550000;
969;2010-07-21;А;4;41;2;22;15;12;23;23816;5;3112;14;144;188;0;0;0;9400000;
968;2010-07-17;А;3;5;50;22;47;43;20;23695;5;2749;17;122;229;2;10015;0;9200000;
967;2010-07-14;Б;1;34;50;22;3;51;17;24136;5;2915;16;145;190;6;3295;0;9000000;
966;2010-07-10;Б;4;31;8;45;50;18;4;25565;5;3437;13;174;155;3;6454;0;8800000;
965;2010-07-07;Б;1;28;35;25;9;3;21;27757;5;3810;11;199;126;2;9012;0;8600000;
964;2010-07-03;А;4;51;20;52;50;6;2;21968;5;2458;18;140;189;2;9477;0;8400000;
963;2010-06-30;А;2;37;1;32;10;52;48;20907;5;2352;18;108;240;2;9274;0;8200000;
962;2010-06-26;А;2;25;18;15;29;51;50;23272;5;2681;17;126;214;2;9647;0;8000000;
961;2010-06-23;А;2;37;31;38;15;45;33;24879;5;2983;14;137;184;1;18009;0;7750000;
960;2010-06-19;Б;3;5;46;16;21;47;9;24999;5;2892;14;132;190;1;17932;0;7500000;
959;2010-06-16;Б;3;34;44;46;18;13;8;22634;5;2763;15;91;266;1;17350;0;7250000;
958;2010-06-12;Б;1;1;33;49;39;48;30;20007;5;2417;18;153;171;2;9356;0;7000000;
957;2010-06-09;Б;4;12;22;37;23;17;19;24426;5;3081;13;161;150;4;4337;0;6750000;
956;2010-06-05;Б;3;25;22;29;52;20;18;22609;5;2551;17;96;265;2;9109;0;6500000;
955;2010-06-02;А;2;45;43;19;28;7;52;24906;5;3320;12;158;152;4;4291;0;6250000;
954;2010-05-29;А;2;9;32;40;29;16;48;22704;5;2854;15;177;148;4;4687;0;6000000;
953;2010-05-26;А;2;3;13;34;25;40;51;22802;5;2880;14;146;165;2;8616;0;5750000;
952;2010-05-22;А;3;41;5;21;43;36;27;23834;5;2783;15;163;159;1;18519;0;5500000;
951;2010-05-19;А;1;12;6;10;5;28;2;23874;5;3542;11;220;109;3;5757;0;5250000;
950;2010-05-15;А;1;35;19;51;44;8;11;23246;5;3005;14;180;142;3;6092;0;5000000;
949;2010-05-12;А;3;14;24;25;1;38;39;20928;5;2684;14;135;167;2;8063;0;4800000;
948;2010-05-08;А;2;2;31;32;50;22;51;21891;5;2777;15;121;204;0;0;0;4600000;
947;2010-05-05;А;4;29;19;48;1;30;11;18406;5;2280;16;137;163;8;1993;0;4400000;
946;2010-05-01;А;1;39;17;27;36;19;40;20151;5;2559;14;122;173;2;7544;0;4200000;
945;2010-04-28;Б;1;29;5;36;32;43;12;21901;5;2757;15;158;158;2;8960;0;4000000;
944;2010-04-24;Б;2;15;16;6;38;3;14;25499;5;3229;12;168;143;3;5751;0;3750000;
943;2010-04-21;Б;3;11;31;19;6;38;30;23458;5;3093;13;178;136;10;1731;0;3500000;
942;2010-04-17;А;3;42;26;3;13;40;20;24685;5;3226;13;148;168;0;0;0;3250000;
941;2010-04-14;Б;2;28;45;21;27;5;16;23872;5;2888;14;153;157;1;17224;0;3000000;
940;2010-04-10;Б;1;44;23;48;5;14;8;27399;5;3398;14;190;153;1;20817;1;9250000;
939;2010-04-07;А;1;22;26;47;25;27;48;22915;5;2277;21;90;316;0;0;0;9000000;
938;2010-04-03;А;2;16;33;3;17;1;5;32081;5;4620;10;285;103;8;2636;0;8800000;
937;2010-03-31;Б;2;35;18;22;5;27;12;26289;5;3377;13;169;162;7;2805;0;8600000;
936;2010-03-27;Б;2;20;9;16;36;52;24;25896;5;2934;17;153;195;4;5329;0;8400000;
935;2010-03-24;Б;4;16;20;23;25;3;33;29240;5;4247;11;190;148;7;2874;0;8200000;
934;2010-03-20;Б;3;14;25;20;2;34;19;31177;5;3834;13;174;175;1;21835;0;8000000;
933;2010-03-17;А;2;44;7;40;5;27;3;31945;5;4542;10;245;111;4;4889;0;7750000;
932;2010-03-13;А;3;50;47;42;34;11;6;24320;5;3057;18;140;232;1;23274;0;7500000;
931;2010-03-10;А;2;15;25;37;33;35;23;24636;5;3209;14;204;133;6;3249;0;7250000;
930;2010-03-06;Б;2;24;15;34;4;19;42;32333;5;4264;15;218;171;3;8921;0;7000000;
929;2010-03-03;Б;3;42;7;2;25;36;21;42179;5;5615;13;314;136;8;125000;0;8000000;
928;2010-02-27;А;2;46;42;3;23;24;31;23781;5;2788;17;144;197;0;0;0;7500000;
927;2010-02-24;А;2;41;10;15;25;51;8;25458;5;3339;13;186;145;5;3859;0;7250000;
926;2010-02-20;Б;4;19;6;32;44;18;20;27452;5;3309;14;185;153;2;10151;0;7000000;
925;2010-02-17;Б;4;26;30;27;31;35;50;22000;5;2235;20;82;331;0;0;0;6750000;
924;2010-02-13;Б;4;14;15;31;52;37;5;28219;5;3751;13;193;149;3;6861;0;6500000;
923;2010-02-10;Б;1;32;4;38;31;14;19;28452;5;3546;13;195;143;1;19920;0;6250000;
922;2010-02-06;Б;1;4;14;28;43;6;8;35108;5;4346;13;229;152;3;333333;0;7250000;
921;2010-02-03;Б;3;36;44;23;3;21;22;24302;5;3238;13;176;143;1;17987;0;7000000;
920;2010-01-30;Б;3;3;9;14;20;43;33;26501;5;3681;11;245;98;3;5773;0;6750000;
919;2010-01-27;А;3;40;27;10;26;44;6;23509;5;3160;13;172;141;4;4359;0;6500000;
918;2010-01-23;А;3;23;25;3;21;37;40;23754;5;3130;13;199;119;6;2842;0;6250000;;
